state,district,financial_year,region,state_category,person_days_lakhs,expenditure_lakhs,avg_wage_rate,households_demanded,households_offered,households_availed,works_completed,rainfall_mm,crop_season_index,rural_population_lakhs,poverty_rate_pct,pmkisan_beneficiaries,pmkisan_amount_lakhs,pmay_houses_sanctioned,pmay_houses_completed,pmay_expenditure_lakhs,budget_allocated_lakhs
Maharashtra,Maharashtra_District_27,2021-22,Region_3,mid,12.43,3450.11,260,1243.0,1078.0,1003.0,14.0,949.13,0.33,12.91,29.05,273098.0,16097.49,2996.0,2546.0,3788.51,3736.71
Maharashtra,Maharashtra_District_27,2022-23,Region_3,mid,12.65,3148.99,274,,1138.0,1049.0,,947.4,0.52,12.91,28.75,469611.0,28539.65,1526.0,1373.0,1683.53,3591.3
Maharashtra,Maharashtra_District_27,2023-24,Region_3,mid,14.14,4086.15,288,1414.0,1221.0,1116.0,12.0,846.74,0.86,12.91,28.45,367271.0,21650.33,,,4981.96,4866.19
Maharashtra,Maharashtra_District_28,2014-15,Region_4,mid,12.94,1939.07,162,1293.0,1197.0,1078.0,12.0,1197.06,0.89,29.56,16.05,1130828.0,67954.58,919.0,459.0,679.85,2089.9
Maharashtra,Maharashtra_District_28,2015-16,Region_4,mid,13.19,2539.43,176,1318.0,1270.0,1191.0,14.0,1079.88,0.63,29.56,15.75,1005089.0,60210.12,,953.0,1225.08,2944.92
Maharashtra,Maharashtra_District_28,2016-17,Region_4,mid,12.77,2558.74,190,1276.0,1208.0,1043.0,12.0,1358.53,0.27,29.56,15.45,747352.0,44909.71,776.0,465.0,664.36,2727.56
Maharashtra,Maharashtra_District_28,2017-18,Region_4,mid,13.69,2950.21,204,1368.0,1171.0,1095.0,16.0,1199.42,0.31,29.56,15.15,956469.0,57876.3,4065.0,2642.0,3346.55,3354.82
Maharashtra,Maharashtra_District_28,2018-19,Region_4,mid,15.33,3399.43,218,,1461.0,1408.0,14.0,850.77,0.53,29.56,14.85,811761.0,49070.58,4011.0,2807.0,3581.72,3720.99
Maharashtra,Maharashtra_District_28,2019-20,Region_4,mid,15.61,3580.45,232,1560.0,1469.0,1344.0,13.0,878.44,0.68,29.56,14.55,689399.0,42028.92,1523.0,1142.0,1387.56,4152.31
Maharashtra,Maharashtra_District_28,2020-21,Region_4,mid,20.93,5633.45,246,2093.0,1811.0,1659.0,21.0,1011.43,0.64,29.56,14.25,604574.0,36146.74,4022.0,3217.0,4315.06,6654.74
Maharashtra,Maharashtra_District_28,2021-22,Region_4,mid,13.95,3820.63,260,1395.0,1331.0,1250.0,15.0,1507.17,0.31,29.56,13.95,,60265.1,3049.0,2591.0,3256.8,4485.87
Maharashtra,Maharashtra_District_28,2022-23,Region_4,mid,16.43,4677.9,274,1642.0,1603.0,1529.0,17.0,673.16,0.94,29.56,13.65,926827.0,55586.87,1422.0,1279.0,1668.33,5196.96
Maharashtra,Maharashtra_District_28,2023-24,Region_4,mid,15.18,4307.95,288,1518.0,1405.0,1362.0,15.0,1046.64,0.73,29.56,13.35,739951.0,44185.74,2189.0,2079.0,2940.57,4714.7
Maharashtra,Maharashtra_District_29,2014-15,Region_1,mid,15.84,2584.1,162,1584.0,1476.0,1332.0,18.0,725.98,0.94,13.4,18.08,375147.0,22335.39,4485.0,2242.0,2782.08,2761.45
Maharashtra,Maharashtra_District_29,2015-16,Region_1,mid,13.95,2312.07,176,1394.0,,1113.0,11.0,1272.86,0.27,13.4,17.78,434223.0,26004.33,3381.0,1859.0,2389.15,2741.7
Maharashtra,Maharashtra_District_29,2016-17,Region_1,mid,14.96,2786.38,190,,1302.0,1118.0,17.0,1101.62,0.93,13.4,17.48,472736.0,28839.49,3644.0,2186.0,2847.78,2977.12
Maharashtra,Maharashtra_District_29,2017-18,Region_1,mid,15.24,3102.69,204,1524.0,1373.0,1270.0,12.0,1031.41,0.62,13.4,17.18,350914.0,21170.96,950.0,617.0,765.43,3495.45
Maharashtra,Maharashtra_District_29,2018-19,Region_1,mid,15.52,3649.98,218,1551.0,1415.0,1344.0,18.0,1076.34,0.71,13.4,16.88,318802.0,19119.18,3389.0,2372.0,3082.57,4237.49
Maharashtra,Maharashtra_District_29,2019-20,Region_1,mid,17.38,3967.95,232,1737.0,,1273.0,,712.05,0.8,13.4,16.58,290033.0,17598.01,2004.0,1503.0,2103.94,4372.51
Maharashtra,Maharashtra_District_29,2020-21,Region_1,mid,25.64,6145.74,246,2564.0,2320.0,2261.0,,828.95,0.06,13.4,16.28,,26686.02,3056.0,2444.0,3371.61,6679.18
Maharashtra,Maharashtra_District_29,2021-22,Region_1,mid,16.35,4440.08,260,1635.0,1570.0,1418.0,16.0,993.62,0.55,13.4,15.98,,20982.14,,1224.0,1747.83,4989.7
Maharashtra,Maharashtra_District_29,2022-23,Region_1,mid,16.63,4285.74,274,1663.0,1496.0,1351.0,16.0,1021.27,0.61,13.4,15.68,328997.0,20016.26,2425.0,2182.0,3019.1,4894.7
Maharashtra,Maharashtra_District_29,2023-24,Region_1,mid,16.91,4927.06,288,1690.0,1617.0,,,919.55,0.65,13.4,15.38,438466.0,25890.01,,862.0,1158.51,5838.72
Maharashtra,Maharashtra_District_30,2014-15,Region_2,mid,11.69,1756.99,162,,1075.0,1041.0,13.0,1269.91,0.93,8.94,26.03,,19776.51,4734.0,2367.0,3412.24,2069.15
Maharashtra,Maharashtra_District_30,2015-16,Region_2,mid,12.55,2401.26,176,,1105.0,957.0,13.0,905.37,0.35,8.94,25.73,,16657.75,3580.0,1969.0,2399.42,2538.33
Maharashtra,Maharashtra_District_30,2016-17,Region_2,mid,12.79,2646.95,190,1278.0,1196.0,1118.0,10.0,1123.98,0.96,8.94,25.43,270450.0,16432.82,3443.0,2065.0,2619.11,3116.18
Maharashtra,Maharashtra_District_30,2017-18,Region_2,mid,14.33,2793.43,204,1432.0,1255.0,1121.0,11.0,826.32,0.38,8.94,25.13,335038.0,20447.48,,2176.0,3110.16,3213.27
Maharashtra,Maharashtra_District_30,2018-19,Region_2,mid,12.6,2916.85,218,1259.0,1083.0,,12.0,1212.22,0.26,8.94,24.83,313323.0,18800.41,2073.0,1451.0,2048.67,3269.9
Maharashtra,Maharashtra_District_30,2019-20,Region_2,mid,13.5,3376.59,232,1350.0,1167.0,994.0,11.0,1083.32,0.13,8.94,24.53,208102.0,12505.12,3311.0,,3313.77,3648.83
Maharashtra,Maharashtra_District_30,2020-21,Region_2,mid,18.92,4472.72,246,1892.0,1662.0,1430.0,15.0,1565.26,0.54,8.94,24.23,197746.0,11979.65,2048.0,1638.0,1979.07,5037.29
Maharashtra,Maharashtra_District_30,2021-22,Region_2,mid,13.98,3581.69,260,1397.0,1207.0,1144.0,15.0,932.25,0.09,8.94,23.93,249428.0,14894.33,1201.0,,1454.59,4082.9
Maharashtra,Maharashtra_District_30,2022-23,Region_2,mid,14.21,3857.02,274,1421.0,1267.0,1182.0,12.0,1158.15,0.77,8.94,23.63,272511.0,16461.53,4346.0,3911.0,5505.72,4272.28
Maharashtra,Maharashtra_District_30,2023-24,Region_2,mid,14.45,4492.84,288,1444.0,1317.0,,16.0,952.21,0.39,8.94,23.33,208423.0,12318.46,1884.0,1789.0,2350.74,5256.2
Maharashtra,Maharashtra_District_31,2014-15,Region_3,mid,5.84,867.32,162,583.0,537.0,464.0,4.0,921.03,0.05,20.9,31.48,743413.0,44432.45,2862.0,1431.0,2001.76,962.86
Maharashtra,Maharashtra_District_31,2015-16,Region_3,mid,5.65,945.71,176,565.0,494.0,482.0,6.0,1245.36,0.03,20.9,31.18,606720.0,35767.41,1021.0,,810.01,1127.12
Maharashtra,Maharashtra_District_31,2016-17,Region_3,mid,6.06,1086.11,190,606.0,523.0,497.0,5.0,955.74,0.13,20.9,30.88,,45451.7,3553.0,2131.0,2632.72,1155.04
Maharashtra,Maharashtra_District_31,2017-18,Region_3,mid,6.18,1337.91,204,617.0,577.0,502.0,5.0,1152.1,0.63,20.9,30.58,737186.0,43851.97,4645.0,3019.0,4451.16,1515.77
Maharashtra,Maharashtra_District_31,2018-19,Region_3,mid,6.92,1467.66,218,691.0,599.0,581.0,7.0,747.57,0.64,20.9,30.28,437356.0,26293.2,2043.0,,2065.76,1616.73
Maharashtra,Maharashtra_District_31,2019-20,Region_3,mid,6.4,1386.11,232,640.0,590.0,524.0,5.0,1160.13,0.91,20.9,29.98,676819.0,40834.34,4925.0,3693.0,5172.9,1562.64
Maharashtra,Maharashtra_District_31,2020-21,Region_3,mid,9.45,2329.31,246,944.0,917.0,853.0,10.0,1037.61,0.69,20.9,29.68,454211.0,27490.64,1691.0,1352.0,1669.26,2742.64
Maharashtra,Maharashtra_District_31,2021-22,Region_3,mid,6.3,1606.84,260,629.0,,498.0,5.0,1253.3,0.09,20.9,29.38,564006.0,33364.45,2397.0,,2953.95,1714.84
Maharashtra,Maharashtra_District_31,2022-23,Region_3,mid,6.74,1681.79,274,674.0,579.0,543.0,6.0,1050.95,0.33,20.9,29.08,720671.0,43075.0,4855.0,4369.0,6152.97,1777.64
Maharashtra,Maharashtra_District_31,2023-24,Region_3,mid,6.85,1998.7,288,685.0,594.0,505.0,5.0,1083.58,0.94,20.9,28.78,637112.0,38428.95,918.0,872.0,1220.4,2283.65
Maharashtra,Maharashtra_District_32,2014-15,Region_4,mid,15.9,2463.65,162,1590.0,1456.0,1266.0,16.0,883.64,0.89,28.58,38.85,585872.0,34780.59,1436.0,718.0,1063.62,2640.38
Maharashtra,Maharashtra_District_32,2015-16,Region_4,mid,16.21,2638.83,176,1621.0,1514.0,1349.0,15.0,430.26,0.98,28.58,38.55,1142253.0,67784.15,1411.0,776.0,1068.4,3063.97
Maharashtra,Maharashtra_District_32,2016-17,Region_4,mid,15.02,2801.58,190,1501.0,1391.0,1290.0,13.0,1109.19,0.61,28.58,38.25,955297.0,56640.15,,1622.0,2072.85,3073.11
Maharashtra,Maharashtra_District_32,2017-18,Region_4,mid,14.53,2706.58,204,1453.0,1237.0,1072.0,12.0,1355.45,0.73,28.58,37.95,684729.0,41533.9,2510.0,1631.0,2187.14,3103.5
Maharashtra,Maharashtra_District_32,2018-19,Region_4,mid,15.58,3631.36,218,1557.0,1455.0,1321.0,15.0,995.12,0.47,28.58,37.65,838026.0,49901.5,4449.0,3114.0,4267.3,4076.54
Maharashtra,Maharashtra_District_32,2019-20,Region_4,mid,15.86,3999.74,232,1585.0,,1299.0,15.0,989.77,0.32,28.58,37.35,736460.0,45048.14,2369.0,1776.0,2167.36,4446.44
Maharashtra,Maharashtra_District_32,2020-21,Region_4,mid,25.74,5744.17,246,2573.0,2219.0,1967.0,24.0,723.83,0.49,28.58,37.05,1048610.0,62337.94,641.0,512.0,734.32,6780.06
Maharashtra,Maharashtra_District_32,2021-22,Region_4,mid,16.42,4084.64,260,1641.0,1559.0,1326.0,19.0,1100.4,0.76,28.58,36.75,,64097.3,1749.0,1486.0,1797.84,4901.46
Maharashtra,Maharashtra_District_32,2022-23,Region_4,mid,16.69,4485.02,274,1669.0,1442.0,,15.0,903.44,0.2,28.58,36.45,990834.0,58462.43,1077.0,969.0,1360.33,5276.73
Maharashtra,Maharashtra_District_32,2023-24,Region_4,mid,16.97,4808.48,288,1697.0,1579.0,,17.0,1048.03,1.0,28.58,36.15,626168.0,37634.43,4480.0,4256.0,6215.49,5470.86
Maharashtra,Maharashtra_District_33,2014-15,Region_1,mid,7.11,1086.37,162,711.0,,582.0,6.0,732.51,0.5,16.96,34.08,404910.0,24595.02,780.0,390.0,565.65,1185.49
Maharashtra,Maharashtra_District_33,2015-16,Region_1,mid,7.25,1246.03,176,725.0,670.0,,8.0,739.48,0.4,16.96,33.78,443142.0,26645.74,2597.0,1428.0,2141.54,1459.52
Maharashtra,Maharashtra_District_33,2016-17,Region_1,mid,7.39,1475.83,190,739.0,709.0,691.0,7.0,673.21,0.02,16.96,33.48,566858.0,33938.1,3241.0,1944.0,2536.19,1712.93
Maharashtra,Maharashtra_District_33,2017-18,Region_1,mid,6.84,1264.47,204,684.0,645.0,626.0,7.0,970.26,0.94,16.96,33.18,585807.0,35603.85,2127.0,,1703.22,1504.67
Maharashtra,Maharashtra_District_33,2018-19,Region_1,mid,7.67,1802.3,218,766.0,721.0,613.0,,709.68,0.23,16.96,32.88,672895.0,39627.8,1771.0,1239.0,1690.68,1942.26
Maharashtra,Maharashtra_District_33,2019-20,Region_1,mid,7.09,1597.42,232,709.0,627.0,598.0,7.0,940.3,0.11,16.96,32.58,433832.0,25835.32,679.0,509.0,618.34,1849.32
Maharashtra,Maharashtra_District_33,2020-21,Region_1,mid,9.94,2381.9,246,994.0,889.0,856.0,11.0,1244.74,0.63,16.96,32.28,637926.0,38385.66,4785.0,3828.0,5534.1,2649.49
Maharashtra,Maharashtra_District_33,2021-22,Region_1,mid,7.34,1764.94,260,734.0,676.0,597.0,6.0,982.7,0.79,16.96,31.98,381953.0,22787.19,2666.0,2266.0,3127.32,1933.9
Maharashtra,Maharashtra_District_33,2022-23,Region_1,mid,7.09,1857.76,274,709.0,677.0,630.0,8.0,1446.65,0.89,16.96,31.68,393568.0,23501.36,1008.0,907.0,1147.04,2060.59
Maharashtra,Maharashtra_District_33,2023-24,Region_1,mid,7.59,2211.69,288,,677.0,641.0,6.0,1067.81,0.34,16.96,31.38,464869.0,28004.64,3124.0,2967.0,4101.19,2392.44
Maharashtra,Maharashtra_District_34,2014-15,Region_2,mid,16.47,2597.25,162,1646.0,1568.0,1434.0,18.0,747.42,0.47,29.35,22.5,956050.0,57658.81,652.0,326.0,464.52,3108.07
Maharashtra,Maharashtra_District_34,2015-16,Region_2,mid,15.26,2502.22,176,1525.0,1489.0,,14.0,1141.09,0.61,29.35,22.2,632400.0,37353.34,,810.0,1105.28,2836.68
Maharashtra,Maharashtra_District_34,2016-17,Region_2,mid,15.55,3132.88,190,1554.0,1509.0,1335.0,13.0,969.69,0.12,29.35,21.9,836508.0,49239.72,4474.0,2684.0,3413.81,3547.65
Maharashtra,Maharashtra_District_34,2017-18,Region_2,mid,15.05,3102.35,204,1504.0,1286.0,1221.0,17.0,1533.46,0.8,29.35,21.6,767178.0,45585.5,2515.0,1634.0,2264.71,3345.4
Maharashtra,Maharashtra_District_34,2018-19,Region_2,mid,17.74,4021.04,218,1774.0,1546.0,1478.0,17.0,796.53,0.39,29.35,21.3,919385.0,54471.54,1160.0,812.0,1128.18,4376.18
Maharashtra,Maharashtra_District_34,2019-20,Region_2,mid,16.42,3793.34,232,1641.0,1443.0,1375.0,19.0,1012.82,0.48,29.35,21.0,840503.0,51272.46,4472.0,3354.0,4191.88,4081.66
Maharashtra,Maharashtra_District_34,2020-21,Region_2,mid,26.65,6310.04,246,2664.0,2413.0,2267.0,22.0,579.68,0.49,29.35,20.7,1004090.0,61272.56,3935.0,3148.0,3958.62,6708.35
Maharashtra,Maharashtra_District_34,2021-22,Region_2,mid,17.0,4822.19,260,1699.0,1625.0,1500.0,14.0,1068.41,0.62,29.35,20.4,1006001.0,61115.76,4707.0,4000.0,5534.54,5435.43
Maharashtra,Maharashtra_District_34,2022-23,Region_2,mid,17.28,4506.14,274,1728.0,1611.0,1553.0,17.0,1031.48,0.41,29.35,20.1,882065.0,53417.93,3474.0,3126.0,3804.36,5221.7
Maharashtra,Maharashtra_District_34,2023-24,Region_2,mid,17.57,5506.86,288,1757.0,1715.0,1557.0,20.0,1108.92,0.89,29.35,19.8,,46503.38,837.0,795.0,988.58,6496.33
Maharashtra,Maharashtra_District_35,2014-15,Region_3,mid,10.87,1688.5,162,,,1003.0,9.0,937.87,0.14,13.49,25.98,486814.0,29378.33,1538.0,769.0,1097.17,1957.29
Maharashtra,Maharashtra_District_35,2015-16,Region_3,mid,11.08,1950.93,176,1107.0,1050.0,918.0,10.0,1079.46,0.38,13.49,25.68,302473.0,18008.15,1480.0,814.0,1100.14,2089.8
Maharashtra,Maharashtra_District_35,2016-17,Region_3,mid,11.29,2230.89,190,1129.0,973.0,947.0,12.0,1188.05,0.69,13.49,25.38,436125.0,26144.16,1300.0,780.0,1161.11,2345.06
Maharashtra,Maharashtra_District_35,2017-18,Region_3,mid,12.65,2584.71,204,1265.0,1223.0,1100.0,12.0,828.17,0.01,13.49,25.08,470234.0,27703.44,745.0,484.0,611.53,2770.71
Maharashtra,Maharashtra_District_35,2018-19,Region_3,mid,11.13,2647.19,218,1112.0,1008.0,893.0,12.0,1246.35,0.04,13.49,24.78,497777.0,30015.77,1729.0,1210.0,1781.79,2850.39
Maharashtra,Maharashtra_District_35,2019-20,Region_3,mid,11.92,2929.88,232,1192.0,1100.0,970.0,12.0,1102.38,0.86,13.49,24.48,476813.0,29003.06,1769.0,1326.0,1601.38,3300.53
Maharashtra,Maharashtra_District_35,2020-21,Region_3,mid,17.59,4116.46,246,1759.0,1498.0,,15.0,926.13,0.69,13.49,24.18,476826.0,28434.02,1749.0,,2073.75,4728.08
Maharashtra,Maharashtra_District_35,2021-22,Region_3,mid,13.58,3712.8,260,,1213.0,1119.0,,726.37,0.5,13.49,23.88,495118.0,29825.09,1595.0,1355.0,1991.75,4221.92
Maharashtra,Maharashtra_District_35,2022-23,Region_3,mid,12.55,3399.24,274,1255.0,1125.0,995.0,12.0,1016.53,0.23,13.49,23.58,304457.0,18573.71,1291.0,,1652.86,3725.68
Maharashtra,Maharashtra_District_35,2023-24,Region_3,mid,12.76,3717.22,288,1275.0,1210.0,1142.0,11.0,1119.42,0.79,13.49,23.28,359084.0,21862.9,3754.0,3566.0,5041.64,4053.02
Maharashtra,Maharashtra_District_36,2014-15,Region_4,mid,8.97,1312.04,162,896.0,814.0,768.0,10.0,958.32,0.45,15.03,21.89,324333.0,19289.74,2723.0,1361.0,1702.77,1400.63
Maharashtra,Maharashtra_District_36,2015-16,Region_4,mid,10.05,1797.91,176,1005.0,,,11.0,801.76,0.7,15.03,21.59,367251.0,22253.63,2917.0,1604.0,2141.73,2140.16
Maharashtra,Maharashtra_District_36,2016-17,Region_4,mid,9.31,1698.32,190,931.0,826.0,707.0,7.0,1064.12,0.38,15.03,21.29,501738.0,29726.46,4655.0,2793.0,4057.45,1872.11
Maharashtra,Maharashtra_District_36,2017-18,Region_4,mid,9.49,1868.42,204,948.0,817.0,697.0,9.0,1079.81,0.52,15.03,20.99,584262.0,35640.8,4144.0,2693.0,3739.44,2201.81
Maharashtra,Maharashtra_District_36,2018-19,Region_4,mid,9.66,2283.07,218,966.0,823.0,726.0,8.0,1109.98,0.95,15.03,20.69,330475.0,19610.78,2227.0,1558.0,2308.88,2691.83
Maharashtra,Maharashtra_District_36,2019-20,Region_4,mid,10.82,2319.03,232,1081.0,922.0,796.0,12.0,809.0,0.71,15.03,20.39,348051.0,20943.74,1524.0,1143.0,1378.68,2464.42
Maharashtra,Maharashtra_District_36,2020-21,Region_4,mid,15.96,3829.8,246,1596.0,,1359.0,18.0,889.74,0.94,15.03,20.09,431251.0,25563.66,2912.0,2329.0,3109.84,4473.48
Maharashtra,Maharashtra_District_36,2021-22,Region_4,mid,11.2,3107.04,260,1119.0,1007.0,884.0,,870.7,0.7,15.03,19.79,416745.0,25274.96,4952.0,4209.0,5779.94,3486.05
Maharashtra,Maharashtra_District_36,2022-23,Region_4,mid,10.35,2729.92,274,1035.0,901.0,837.0,10.0,989.25,0.63,15.03,19.49,529585.0,32249.15,1491.0,1341.0,1922.87,3016.86
Maharashtra,Maharashtra_District_36,2023-24,Region_4,mid,11.58,3567.59,288,1157.0,1021.0,947.0,11.0,720.19,0.61,15.03,19.19,538418.0,32559.96,3963.0,3764.0,4841.95,4122.9
Tamil Nadu,Tamil Nadu_District_1,2014-15,Region_1,mid,10.01,1725.15,162,1001.0,879.0,803.0,,1008.65,0.44,14.46,22.99,508879.0,29924.31,2567.0,1283.0,1543.71,1884.03
Tamil Nadu,Tamil Nadu_District_1,2015-16,Region_1,mid,10.21,1937.56,176,1020.0,953.0,854.0,10.0,1009.0,0.02,14.46,22.69,,31279.53,3267.0,,2296.5,2173.93
Tamil Nadu,Tamil Nadu_District_1,2016-17,Region_1,mid,11.44,2228.22,190,1144.0,1079.0,928.0,9.0,862.82,0.38,14.46,22.39,520217.0,31477.91,4241.0,2544.0,3569.13,2590.65
Tamil Nadu,Tamil Nadu_District_1,2017-18,Region_1,mid,11.65,2420.38,204,1165.0,1112.0,970.0,11.0,772.88,0.03,14.46,22.09,503300.0,30237.42,3567.0,2318.0,2985.26,2553.14
Tamil Nadu,Tamil Nadu_District_1,2018-19,Region_1,mid,10.79,2125.26,218,1078.0,948.0,847.0,9.0,905.71,0.13,14.46,21.79,519752.0,31496.26,864.0,604.0,851.15,2397.48
Tamil Nadu,Tamil Nadu_District_1,2019-20,Region_1,mid,10.98,2669.91,232,1098.0,945.0,825.0,9.0,922.78,0.93,14.46,21.49,560713.0,33909.44,2350.0,1762.0,2549.02,2889.89
Tamil Nadu,Tamil Nadu_District_1,2020-21,Region_1,mid,16.2,4221.15,246,1620.0,1512.0,1459.0,18.0,1109.1,0.03,14.46,21.19,346378.0,20566.26,792.0,633.0,801.42,4649.7
Tamil Nadu,Tamil Nadu_District_1,2021-22,Region_1,mid,10.8,2704.07,260,1079.0,1025.0,983.0,8.0,1360.72,0.89,14.46,20.89,291238.0,17227.06,4426.0,3762.0,5044.03,3237.95
Tamil Nadu,Tamil Nadu_District_1,2022-23,Region_1,mid,11.56,2945.41,274,1156.0,1068.0,955.0,11.0,1043.11,0.79,14.46,20.59,546763.0,32921.13,3914.0,3522.0,4937.74,3326.4
Tamil Nadu,Tamil Nadu_District_1,2023-24,Region_1,mid,11.75,3703.76,288,1175.0,1146.0,1091.0,11.0,997.84,0.22,14.46,20.29,336352.0,19813.4,,1463.0,1904.94,3961.09
Tamil Nadu,Tamil Nadu_District_2,2014-15,Region_2,mid,6.65,1114.73,162,665.0,641.0,552.0,7.0,835.02,0.29,18.09,17.86,595312.0,35080.59,1913.0,956.0,1401.38,1270.16
Tamil Nadu,Tamil Nadu_District_2,2015-16,Region_2,mid,5.86,1121.55,176,585.0,557.0,526.0,6.0,1239.33,0.16,18.09,17.56,640374.0,38094.68,,1719.0,2497.17,1208.06
Tamil Nadu,Tamil Nadu_District_2,2016-17,Region_2,mid,6.28,1098.86,190,628.0,602.0,575.0,5.0,920.92,0.73,18.09,17.26,617128.0,37215.74,1742.0,1045.0,1325.28,1195.11
Tamil Nadu,Tamil Nadu_District_2,2017-18,Region_2,mid,6.4,1258.24,204,639.0,566.0,482.0,7.0,911.8,0.31,18.09,16.96,634195.0,38010.27,4743.0,3082.0,3969.8,1448.49
Tamil Nadu,Tamil Nadu_District_2,2018-19,Region_2,mid,6.52,1502.04,218,651.0,,497.0,6.0,1174.3,0.86,18.09,16.66,636856.0,37600.81,3524.0,2466.0,3617.45,1617.52
Tamil Nadu,Tamil Nadu_District_2,2019-20,Region_2,mid,6.63,1400.75,232,663.0,621.0,591.0,6.0,906.24,0.46,18.09,16.36,435555.0,26577.28,589.0,,602.64,1549.13
Tamil Nadu,Tamil Nadu_District_2,2020-21,Region_2,mid,9.3,2151.61,246,,871.0,742.0,7.0,1417.32,0.35,18.09,16.06,534973.0,32152.18,1737.0,1389.0,1896.68,2425.76
Tamil Nadu,Tamil Nadu_District_2,2021-22,Region_2,mid,6.52,1747.4,260,652.0,635.0,580.0,7.0,1439.14,0.23,18.09,15.76,451428.0,27369.48,3420.0,2907.0,4046.28,2068.84
Tamil Nadu,Tamil Nadu_District_2,2022-23,Region_2,mid,7.68,2199.69,274,768.0,737.0,665.0,7.0,860.24,0.48,18.09,15.46,600164.0,35398.52,1822.0,1639.0,2146.87,2480.78
Tamil Nadu,Tamil Nadu_District_2,2023-24,Region_2,mid,7.1,1925.31,288,709.0,652.0,632.0,5.0,955.9,0.77,18.09,15.16,607999.0,36661.92,4659.0,4426.0,6168.09,2202.03
Tamil Nadu,Tamil Nadu_District_3,2014-15,Region_3,mid,8.92,1384.89,162,891.0,789.0,,10.0,840.43,0.14,19.89,27.69,,28881.36,4999.0,2499.0,3517.0,1638.28
Tamil Nadu,Tamil Nadu_District_3,2015-16,Region_3,mid,8.27,1542.19,176,826.0,789.0,686.0,,976.65,0.81,19.89,27.39,515416.0,30574.63,4889.0,2688.0,3518.28,1795.41
Tamil Nadu,Tamil Nadu_District_3,2016-17,Region_3,mid,8.0,1401.02,190,800.0,721.0,703.0,6.0,1311.42,0.03,19.89,27.09,551327.0,33464.03,,2096.0,2912.3,1650.38
Tamil Nadu,Tamil Nadu_District_3,2017-18,Region_3,mid,9.44,2029.68,204,943.0,909.0,774.0,9.0,805.46,0.62,19.89,26.79,536557.0,31614.92,2379.0,,2153.9,2410.96
Tamil Nadu,Tamil Nadu_District_3,2018-19,Region_3,mid,8.74,1950.64,218,873.0,783.0,,9.0,943.12,0.49,19.89,26.49,690581.0,41001.36,1921.0,1344.0,1729.61,2276.6
Tamil Nadu,Tamil Nadu_District_3,2019-20,Region_3,mid,8.89,2249.22,232,889.0,,745.0,9.0,1083.22,0.72,19.89,26.19,599217.0,35598.83,2134.0,,2386.62,2524.97
Tamil Nadu,Tamil Nadu_District_3,2020-21,Region_3,mid,14.43,3761.37,246,1443.0,1385.0,,13.0,543.58,0.62,19.89,25.89,599930.0,35731.59,4026.0,3220.0,3974.83,4399.57
Tamil Nadu,Tamil Nadu_District_3,2021-22,Region_3,mid,9.21,2292.76,260,920.0,823.0,719.0,8.0,918.57,0.5,19.89,25.59,683243.0,40791.06,3593.0,3054.0,4135.83,2457.37
Tamil Nadu,Tamil Nadu_District_3,2022-23,Region_3,mid,10.3,2905.37,274,1029.0,901.0,781.0,9.0,838.37,0.47,19.89,25.29,552717.0,33509.25,2570.0,2313.0,2831.97,3326.94
Tamil Nadu,Tamil Nadu_District_3,2023-24,Region_3,mid,9.04,2516.52,288,904.0,862.0,750.0,10.0,1204.89,0.58,19.89,24.99,530777.0,31796.86,4681.0,4446.0,6350.54,2670.39
Tamil Nadu,Tamil Nadu_District_4,2014-15,Region_4,mid,9.51,1550.27,162,951.0,811.0,726.0,9.0,843.46,0.32,17.71,33.27,582615.0,34965.58,1183.0,591.0,874.48,1779.01
Tamil Nadu,Tamil Nadu_District_4,2015-16,Region_4,mid,8.82,1696.16,176,881.0,849.0,737.0,,998.6,0.83,17.71,32.97,552645.0,32751.26,1550.0,852.0,1166.5,1862.72
Tamil Nadu,Tamil Nadu_District_4,2016-17,Region_4,mid,8.98,1625.82,190,,846.0,767.0,9.0,1098.55,0.65,17.71,32.67,464964.0,28272.63,682.0,409.0,575.64,1909.2
Tamil Nadu,Tamil Nadu_District_4,2017-18,Region_4,mid,9.15,1751.84,204,915.0,,743.0,8.0,1140.64,0.44,17.71,32.37,355985.0,20966.67,3954.0,2570.0,3148.54,2083.29
Tamil Nadu,Tamil Nadu_District_4,2018-19,Region_4,mid,10.25,2425.21,218,1025.0,875.0,,,898.71,0.77,17.71,32.07,390875.0,23440.15,4047.0,2832.0,3640.49,2817.77
Tamil Nadu,Tamil Nadu_District_4,2019-20,Region_4,mid,9.49,2380.41,232,948.0,824.0,,8.0,1069.83,0.34,17.71,31.77,481527.0,28879.38,2577.0,1932.0,2467.39,2721.51
Tamil Nadu,Tamil Nadu_District_4,2020-21,Region_4,mid,15.4,3857.35,246,1539.0,1439.0,,17.0,838.18,0.78,17.71,31.47,625596.0,37139.0,1560.0,1248.0,1840.21,4507.39
Tamil Nadu,Tamil Nadu_District_4,2021-22,Region_4,mid,9.82,2665.3,260,981.0,867.0,832.0,8.0,945.06,0.55,17.71,31.17,478235.0,28517.89,3020.0,2567.0,3437.3,2982.4
Tamil Nadu,Tamil Nadu_District_4,2022-23,Region_4,mid,10.98,3108.67,274,1098.0,1046.0,954.0,11.0,697.14,0.51,17.71,30.87,543893.0,32057.92,2403.0,2162.0,2600.79,3572.73
